Source,Destination,Distance_km,Fuel_Price,Peak_Season,Travel_Mode,Hotel_Type,Food_Preference,Days,Travelers,Cost,"Weather (Sunny, Rainy, Snowy, Cloudy)","Holiday Type (Festival, Weekend, Vacation, Business)",Discount (Yes/No),Travel Insurance (Yes/No),Start_Date,End_Date,Trip_Duration,Start_Month,Start_Year,Travel_Class,Price_Multiplier
Mumbai,Chennai,1249,109.43,No,Flight,Budget,Non-Veg,14,2,49532.52,Sunny,Weekend,Yes,Yes,01-04-2024,15-04-2024,14,4,2024,Premium Economy,1.3
Ahmedabad,Mumbai,521,97.31,No,Flight,Luxury,Vegan,2,4,76018.3,Sunny,Weekend,No,Yes,23-04-2025,25-04-2025,2,4,2025,Business,1.8
Chennai,Pune,1142,103.48,No,Car,Resort,Non-Veg,7,2,186199.21,Sunny,Festival,No,No,22-11-2024,29-11-2024,7,11,2024,Economy,1
Chandigarh,Varanasi,914,93.78,No,Flight,Standard,Veg,8,1,39596.34,Rainy,Vacation,No,Yes,24-01-2025,01-02-2025,8,1,2025,Economy,1
Nagpur,Kerala,1604,106.44,No,Flight,Luxury,Veg,11,2,186833.85,Cloudy,Weekend,No,No,21-10-2024,01-11-2024,11,10,2024,Business,1.8
Chennai,Lucknow,1785,102.27,No,Train,Budget,Non-Veg,10,3,59222.63,Cloudy,Vacation,No,No,06-03-2024,16-03-2024,10,3,2024,2A,1.2
Kerala,Lucknow,2342,107.55,No,Car,Standard,Vegan,4,1,28114.34,Cloudy,Vacation,No,No,12-08-2025,16-08-2025,4,8,2025,Economy,1
Agra,Kerala,2374,97.08,Yes,Bus,Luxury,Non-Veg,12,1,169555.95,Cloudy,Festival,No,No,18-08-2024,30-08-2024,12,8,2024,AC Seater,1.15
Rishikesh,Lucknow,567,94.48,No,Train,Luxury,Mixed,6,4,153706.39,Sunny,Vacation,No,No,31-07-2025,06-08-2025,6,7,2025,3A,1
Udaipur,Hyderabad,1251,107.79,No,Flight,Standard,Veg,3,1,24937.04,Sunny,Business,No,No,11-01-2024,14-01-2024,3,1,2024,Premium Economy,1.3
Nagpur,Kolkata,1249,108.94,No,Train,Standard,Non-Veg,2,1,8606.14,Rainy,Weekend,No,Yes,27-07-2024,29-07-2024,2,7,2024,EconomyA,1.4
Udaipur,Agra,645,107.26,Yes,Train,Standard,Non-Veg,6,1,19275.34,Rainy,Vacation,No,Yes,26-11-2024,02-12-2024,6,11,2024,EconomyA,1.4
Indore,Udaipur,367,111.72,No,Flight,Budget,Non-Veg,2,1,8354.72,Snowy,Weekend,No,Yes,18-10-2024,20-10-2024,2,10,2024,Premium Economy,1.3
Hyderabad,Kolkata,1645,108.23,No,Flight,Luxury,Veg,3,3,113761.93,Rainy,Business,No,Yes,19-12-2024,22-12-2024,3,12,2024,Economy,1
Rishikesh,Mumbai,1864,97.43,No,Flight,Standard,Veg,10,1,47072.62,Cloudy,Business,No,No,13-04-2024,23-04-2024,10,4,2024,Economy,1
Mumbai,Bhopal,859,107.3,No,Train,Standard,Non-Veg,5,5,101892.15,Cloudy,Festival,No,No,04-07-2025,09-07-2025,5,7,2025,2A,1.2
Lucknow,Surat,1454,95.43,No,Flight,Resort,Non-Veg,3,2,104796.8,Rainy,Festival,No,No,24-07-2024,27-07-2024,3,7,2024,Economy,1
Kolkata,Indore,1629,106.21,No,Car,Budget,Non-Veg,12,3,54925.84,Cloudy,Weekend,No,No,09-01-2025,21-01-2025,12,1,2025,Economy,1
Udaipur,Hyderabad,1170,111.26,No,Train,Standard,Mixed,4,1,17981.16,Sunny,Business,Yes,Yes,02-08-2024,06-08-2024,4,8,2024,SL,0.7
Bhopal,Udaipur,468,109.21,Yes,Train,Budget,Non-Veg,2,2,11366.49,Sunny,Vacation,No,No,17-01-2024,19-01-2024,2,1,2024,EconomyA,1.4
Indore,Chandigarh,1058,109.66,No,Train,Budget,Non-Veg,9,2,25302.1,Sunny,Vacation,Yes,Yes,29-03-2025,07-04-2025,9,3,2025,3A,1
Kolkata,Nagpur,1173,107.56,No,Train,Standard,Veg,4,3,41889.64,Cloudy,Vacation,No,Yes,28-12-2024,01-01-2025,4,12,2024,3A,1
Bhopal,Goa,1056,110.53,No,Train,Luxury,Mixed,15,3,326340.65,Sunny,Festival,No,Yes,01-10-2024,16-10-2024,15,10,2024,3A,1
Varanasi,Nagpur,767,95.07,No,Train,Standard,Veg,2,1,8393.98,Cloudy,Weekend,No,No,27-07-2024,29-07-2024,2,7,2024,EconomyA,1.4
Chennai,Hyderabad,631,102.36,No,Train,Budget,Veg,5,3,31444.62,Sunny,Business,No,No,05-02-2025,10-02-2025,5,2,2025,EconomyA,1.4
Kerala,Goa,736,107.16,Yes,Car,Standard,Veg,9,1,31509.39,Sunny,Weekend,No,Yes,29-12-2024,07-01-2025,9,12,2024,Economy,1
Nagpur,Ahmedabad,829,108.41,No,Train,Budget,Veg,3,1,5548.55,Sunny,Weekend,No,No,23-12-2024,26-12-2024,3,12,2024,EconomyA,1.4
Varanasi,Mumbai,1462,98.31,No,Flight,Resort,Veg,4,3,176475.44,Sunny,Weekend,No,Yes,21-10-2024,25-10-2024,4,10,2024,Economy,1
Varanasi,Chandigarh,1018,98.39,No,Flight,Standard,Veg,4,1,27080.89,Rainy,Vacation,No,Yes,16-07-2025,20-07-2025,4,7,2025,Business,1.8
Jaipur,Surat,899,107.12,No,Train,Standard,Veg,5,4,50435.89,Sunny,Weekend,No,Yes,30-05-2025,04-06-2025,5,5,2025,SL,0.7
Delhi,Chennai,2008,95.07,No,Train,Standard,Veg,13,5,171746.24,Snowy,Vacation,No,No,19-02-2024,03-03-2024,13,2,2024,2A,1.2
Lucknow,Jaipur,667,95.1,No,Flight,Standard,Non-Veg,10,1,29690.2,Cloudy,Vacation,Yes,No,29-07-2024,08-08-2024,10,7,2024,Business,1.8
Ahmedabad,Chennai,1668,97.77,No,Flight,Standard,Non-Veg,12,2,109123.74,Cloudy,Vacation,No,No,16-11-2024,28-11-2024,12,11,2024,Business,1.8
Kerala,Varanasi,2196,105.01,No,Train,Standard,Mixed,14,3,199232.08,Sunny,Weekend,No,No,27-05-2025,10-06-2025,14,5,2025,EconomyA,1.4
Indore,Bhopal,247,107.4,No,Bus,Standard,Veg,12,2,81689.43,Rainy,Weekend,No,No,05-06-2024,17-06-2024,12,6,2024,AC Sleeper,1.3
Chennai,Rishikesh,2398,103.06,No,Train,Budget,Veg,15,5,162370.5,Cloudy,Vacation,No,No,20-07-2024,04-08-2024,15,7,2024,SL,0.7
Nagpur,Lucknow,803,105.79,No,Flight,Standard,Non-Veg,4,1,24136.52,Cloudy,Vacation,No,Yes,18-05-2025,22-05-2025,4,5,2025,Economy,1
Bhopal,Agra,587,111.37,No,Car,Luxury,Veg,15,3,347017.2,Cloudy,Festival,No,Yes,24-07-2025,08-08-2025,15,7,2025,Economy,1
Chennai,Pune,1233,104.9,No,Train,Budget,Vegan,4,1,4943.9,Sunny,Weekend,Yes,Yes,21-03-2025,25-03-2025,4,3,2025,SL,0.7
Bhopal,Udaipur,490,109.38,No,Flight,Standard,Non-Veg,10,2,75244.43,Rainy,Weekend,No,No,27-06-2024,07-07-2024,10,6,2024,Economy,1
Delhi,Kolkata,1761,94.04,No,Train,Standard,Non-Veg,13,4,184666.53,Sunny,Weekend,No,No,07-08-2025,20-08-2025,13,8,2025,EconomyA,1.4
Bhopal,Delhi,703,110.07,No,Train,Standard,Vegan,8,2,52962.61,Sunny,Weekend,Yes,Yes,02-03-2024,10-03-2024,8,3,2024,2A,1.2
Ahmedabad,Chandigarh,1085,97.36,No,Train,Luxury,Veg,7,2,100689.59,Cloudy,Vacation,No,No,16-01-2024,23-01-2024,7,1,2024,3A,1
Udaipur,Delhi,790,107.2,No,Car,Budget,Veg,10,4,51391.99,Sunny,Weekend,No,No,30-08-2025,09-09-2025,10,8,2025,Economy,1
Hyderabad,Bangalore,653,111.11,No,Train,Budget,Veg,2,2,11625.49,Sunny,Weekend,No,Yes,10-05-2025,12-05-2025,2,5,2025,SL,0.7
Surat,Pune,373,96.84,No,Train,Standard,Non-Veg,7,2,33696.82,Cloudy,Weekend,No,No,01-01-2025,08-01-2025,7,1,2025,2A,1.2
Indore,Bangalore,1315,107.68,No,Flight,Luxury,Non-Veg,11,2,196077.79,Sunny,Weekend,Yes,No,09-02-2024,20-02-2024,11,2,2024,Economy,1
Lucknow,Agra,373,98.51,Yes,Train,Standard,Veg,14,2,107843.83,Sunny,Vacation,No,Yes,03-10-2024,17-10-2024,14,10,2024,2A,1.2
Hyderabad,Chennai,614,111.55,No,Car,Budget,Vegan,6,2,18520.8,Snowy,Weekend,No,No,19-01-2024,25-01-2024,6,1,2024,Economy,1
Chennai,Chandigarh,2756,104.32,No,Flight,Budget,Vegan,9,3,75558.43,Sunny,Vacation,Yes,Yes,01-06-2024,10-06-2024,9,6,2024,Economy,1
Ahmedabad,Goa,1064,97.65,No,Flight,Standard,Non-Veg,9,2,65853.83,Rainy,Weekend,Yes,No,03-09-2024,12-09-2024,9,9,2024,Business,1.8
Agra,Lucknow,373,96.39,No,Car,Budget,Non-Veg,4,2,13748.95,Cloudy,Business,No,No,26-07-2025,30-07-2025,4,7,2025,Economy,1
Nagpur,Kolkata,1298,109.04,No,Train,Luxury,Veg,15,4,432211.32,Cloudy,Weekend,Yes,No,15-04-2025,30-04-2025,15,4,2025,SL,0.7
Kolkata,Goa,2274,106.28,No,Flight,Standard,Veg,13,2,142251.51,Snowy,Weekend,No,Yes,27-03-2025,09-04-2025,13,3,2025,Premium Economy,1.3
Chandigarh,Jaipur,567,96.37,Yes,Car,Budget,Veg,7,4,38094.47,Sunny,Weekend,Yes,No,08-02-2025,15-02-2025,7,2,2025,Economy,1
Pune,Lucknow,1521,109.94,No,Train,Budget,Vegan,13,3,70377.23,Sunny,Vacation,No,No,30-11-2024,13-12-2024,13,11,2024,EconomyA,1.4
Nagpur,Kolkata,1265,108.4,No,Train,Standard,Veg,11,2,101506.21,Cloudy,Vacation,No,Yes,20-01-2024,31-01-2024,11,1,2024,SL,0.7
Kolkata,Agra,1319,106.38,Yes,Flight,Standard,Veg,3,1,29856.46,Sunny,Weekend,Yes,No,11-10-2024,14-10-2024,3,10,2024,Premium Economy,1.3
Pune,Chennai,1077,105.04,No,Train,Budget,Vegan,14,2,33026.09,Cloudy,Vacation,Yes,No,23-02-2024,08-03-2024,14,2,2024,SL,0.7
Goa,Udaipur,1304,95.17,No,Flight,Resort,Non-Veg,12,2,239887.9,Cloudy,Festival,No,No,06-10-2024,18-10-2024,12,10,2024,Premium Economy,1.3
Agra,Rishikesh,397,97.54,Yes,Car,Budget,Non-Veg,10,2,37012.54,Rainy,Weekend,Yes,Yes,18-04-2024,28-04-2024,10,4,2024,Economy,1
Bhopal,Bangalore,1601,110.69,No,Train,Luxury,Veg,13,1,100956.88,Cloudy,Vacation,Yes,No,18-11-2024,01-12-2024,13,11,2024,3A,1
Indore,Chennai,1418,110.73,No,Flight,Budget,Veg,13,2,67261.06,Sunny,Festival,No,No,08-12-2024,21-12-2024,13,12,2024,Economy,1
Rishikesh,Delhi,275,95.68,No,Bus,Budget,Veg,7,4,28692.06,Rainy,Weekend,No,No,28-02-2024,06-03-2024,7,2,2024,AC Sleeper,1.3
Agra,Delhi,243,95.99,No,Car,Standard,Veg,12,4,151538.35,Cloudy,Business,Yes,Yes,28-06-2025,10-07-2025,12,6,2025,Economy,1
Chandigarh,Bangalore,2481,93.97,No,Train,Standard,Vegan,7,4,127447.03,Sunny,Business,No,No,02-02-2024,09-02-2024,7,2,2024,2A,1.2
Nagpur,Kerala,1502,105.87,Yes,Train,Resort,Mixed,14,4,692869.66,Sunny,Festival,No,Yes,26-12-2024,09-01-2025,14,12,2024,EconomyA,1.4
Lucknow,Indore,730,96.7,No,Flight,Standard,Veg,6,4,80255.17,Rainy,Weekend,Yes,Yes,30-04-2024,06-05-2024,6,4,2024,Premium Economy,1.3
Varanasi,Udaipur,1345,97.3,No,Flight,Budget,Mixed,14,5,149891.77,Cloudy,Weekend,Yes,Yes,17-06-2024,01-07-2024,14,6,2024,Economy,1
Indore,Chandigarh,1172,109.31,No,Train,Luxury,Non-Veg,3,2,50735.34,Rainy,Weekend,No,No,22-05-2025,25-05-2025,3,5,2025,2A,1.2
Pune,Bhopal,769,109.07,No,Train,Luxury,Non-Veg,12,1,51397.11,Cloudy,Business,Yes,Yes,17-05-2025,29-05-2025,12,5,2025,SL,0.7
Nagpur,Hyderabad,481,109.31,No,Flight,Standard,Vegan,8,2,48836.75,Cloudy,Business,Yes,No,10-02-2025,18-02-2025,8,2,2025,Premium Economy,1.3
Lucknow,Kerala,2326,95.15,Yes,Train,Luxury,Mixed,15,1,150094.78,Cloudy,Vacation,No,Yes,20-01-2024,04-02-2024,15,1,2024,3A,1
Kerala,Pune,1192,108.54,No,Train,Budget,Veg,11,4,59305.9,Cloudy,Weekend,No,Yes,26-02-2025,09-03-2025,11,2,2025,SL,0.7
Pune,Chandigarh,1611,109.17,No,Flight,Standard,Veg,2,2,37640.78,Sunny,Vacation,Yes,Yes,28-06-2025,30-06-2025,2,6,2025,Premium Economy,1.3
Rishikesh,Chennai,2583,95.73,No,Train,Luxury,Mixed,2,2,55230.11,Cloudy,Business,No,Yes,01-08-2025,03-08-2025,2,8,2025,2A,1.2
Chennai,Ahmedabad,1921,101.31,No,Bus,Budget,Vegan,6,4,35687.12,Rainy,Weekend,Yes,No,19-05-2024,25-05-2024,6,5,2024,AC Sleeper,1.3
Indore,Surat,444,110.6,No,Flight,Budget,Non-Veg,2,2,19794.68,Cloudy,Vacation,No,Yes,01-03-2024,03-03-2024,2,3,2024,Business,1.8
Kerala,Bangalore,433,108.13,No,Train,Budget,Non-Veg,2,2,7459.89,Sunny,Vacation,No,No,19-06-2024,21-06-2024,2,6,2024,EconomyA,1.4
Pune,Bhopal,807,105.13,No,Train,Luxury,Vegan,4,1,32377.04,Sunny,Festival,No,No,24-01-2024,28-01-2024,4,1,2024,EconomyA,1.4
Lucknow,Indore,749,96.02,No,Flight,Luxury,Mixed,10,1,55901.72,Rainy,Vacation,No,Yes,10-09-2024,20-09-2024,10,9,2024,Premium Economy,1.3
Pune,Ahmedabad,716,108.34,No,Car,Standard,Non-Veg,12,2,65969.04,Rainy,Festival,No,Yes,19-07-2024,31-07-2024,12,7,2024,Economy,1
Rishikesh,Kerala,2665,96.61,No,Train,Budget,Non-Veg,9,1,21183.64,Cloudy,Vacation,No,No,17-05-2024,26-05-2024,9,5,2024,3A,1
Chandigarh,Delhi,329,95.41,No,Train,Resort,Mixed,13,4,578173.79,Cloudy,Weekend,No,No,06-03-2025,19-03-2025,13,3,2025,EconomyA,1.4
Rishikesh,Delhi,263,96.15,No,Train,Standard,Veg,2,4,34938.23,Sunny,Business,No,No,16-06-2025,18-06-2025,2,6,2025,SL,0.7
Rishikesh,Chennai,2400,97.92,No,Flight,Luxury,Mixed,10,1,72234.93,Sunny,Vacation,Yes,Yes,28-09-2024,08-10-2024,10,9,2024,Business,1.8
Lucknow,Varanasi,364,97.09,No,Flight,Standard,Veg,8,1,30001.61,Sunny,Weekend,Yes,No,01-03-2025,09-03-2025,8,3,2025,Premium Economy,1.3
Kolkata,Indore,1632,107.32,No,Train,Standard,Vegan,8,3,86778.65,Sunny,Weekend,Yes,No,01-02-2024,09-02-2024,8,2,2024,SL,0.7
Mumbai,Udaipur,802,106.42,No,Flight,Budget,Veg,4,1,15312.36,Cloudy,Weekend,No,Yes,31-10-2024,04-11-2024,4,10,2024,Economy,1
Delhi,Chandigarh,281,95.46,No,Car,Luxury,Non-Veg,7,3,111635.05,Rainy,Weekend,Yes,Yes,21-03-2025,28-03-2025,7,3,2025,Economy,1
Lucknow,Bangalore,2150,96.13,No,Flight,Luxury,Non-Veg,2,1,32935.92,Rainy,Vacation,No,No,05-01-2025,07-01-2025,2,1,2025,Business,1.8
Indore,Kolkata,1759,110.72,No,Train,Standard,Non-Veg,2,1,11943.62,Sunny,Vacation,Yes,Yes,28-04-2024,30-04-2024,2,4,2024,SL,0.7
Chennai,Goa,850,101.47,No,Train,Standard,Non-Veg,7,3,87308.26,Cloudy,Vacation,Yes,No,23-03-2025,30-03-2025,7,3,2025,3A,1
Chandigarh,Mumbai,1901,94.1,No,Train,Budget,Veg,4,4,39616.47,Rainy,Festival,No,No,21-09-2024,25-09-2024,4,9,2024,EconomyA,1.4
Ahmedabad,Delhi,910,97.31,No,Train,Standard,Veg,6,3,71781.98,Cloudy,Business,No,Yes,19-06-2024,25-06-2024,6,6,2024,2A,1.2
Mumbai,Chandigarh,1779,105.99,No,Train,Resort,Non-Veg,14,2,304485.02,Sunny,Weekend,No,No,02-04-2025,16-04-2025,14,4,2025,EconomyA,1.4
Ahmedabad,Udaipur,275,97.21,No,Bus,Luxury,Non-Veg,6,2,70122.78,Rainy,Weekend,No,No,19-04-2025,25-04-2025,6,4,2025,AC Sleeper,1.3
Pune,Surat,364,105.45,No,Train,Standard,Vegan,6,1,12647.01,Rainy,Vacation,No,No,27-08-2024,02-09-2024,6,8,2024,2A,1.2
Kerala,Udaipur,2090,106.67,No,Flight,Budget,Mixed,2,1,21489.35,Sunny,Weekend,Yes,No,22-10-2024,24-10-2024,2,10,2024,Economy,1
Hyderabad,Chandigarh,1962,111.77,No,Flight,Budget,Vegan,11,4,94331.63,Sunny,Weekend,No,Yes,25-03-2025,05-04-2025,11,3,2025,Business,1.8
Hyderabad,Delhi,1710,107.3,No,Flight,Standard,Veg,15,1,52008.59,Cloudy,Vacation,Yes,No,17-06-2024,02-07-2024,15,6,2024,Premium Economy,1.3
Chandigarh,Varanasi,1107,93.64,No,Flight,Standard,Veg,15,1,55852.3,Rainy,Weekend,Yes,No,21-07-2025,05-08-2025,15,7,2025,Economy,1
Chandigarh,Varanasi,941,94.14,No,Car,Luxury,Veg,3,1,23358.7,Cloudy,Weekend,No,Yes,26-07-2025,29-07-2025,3,7,2025,Economy,1
Indore,Agra,775,111.74,Yes,Train,Standard,Veg,8,5,129856.36,Sunny,Festival,No,Yes,25-12-2024,02-01-2025,8,12,2024,SL,0.7
Rishikesh,Chandigarh,196,95.93,No,Train,Standard,Non-Veg,7,3,49949.75,Sunny,Weekend,No,Yes,20-05-2024,27-05-2024,7,5,2024,3A,1
Udaipur,Mumbai,773,109.14,No,Bus,Budget,Veg,6,2,22044.93,Sunny,Business,No,Yes,09-03-2025,15-03-2025,6,3,2025,Non-AC Sleeper,1.1
Mumbai,Nagpur,829,104.67,No,Car,Budget,Non-Veg,13,4,60753.09,Cloudy,Festival,No,Yes,06-06-2024,19-06-2024,13,6,2024,Economy,1
Udaipur,Mumbai,736,111.14,No,Train,Standard,Non-Veg,5,1,21992.66,Rainy,Weekend,No,No,30-08-2025,04-09-2025,5,8,2025,2A,1.2
Pune,Ahmedabad,637,105.43,No,Bus,Standard,Non-Veg,14,2,58790.59,Rainy,Weekend,Yes,No,30-05-2025,13-06-2025,14,5,2025,AC Seater,1.15
Agra,Surat,1096,98.03,No,Flight,Standard,Vegan,13,4,146361.24,Rainy,Weekend,No,Yes,11-09-2024,24-09-2024,13,9,2024,Business,1.8
Bhopal,Varanasi,726,110.03,No,Flight,Resort,Mixed,10,1,146316.38,Cloudy,Weekend,No,No,20-08-2025,30-08-2025,10,8,2025,Business,1.8
Surat,Goa,835,96.61,No,Flight,Resort,Non-Veg,3,2,82963.22,Sunny,Weekend,Yes,Yes,04-04-2024,07-04-2024,3,4,2024,Premium Economy,1.3
Varanasi,Rishikesh,835,98.51,No,Train,Standard,Mixed,8,5,141522.79,Cloudy,Weekend,No,No,23-09-2024,01-10-2024,8,9,2024,3A,1
Delhi,Bhopal,752,93.29,No,Train,Standard,Veg,2,2,16916.21,Sunny,Festival,No,No,02-08-2025,04-08-2025,2,8,2025,SL,0.7
Surat,Agra,1203,98.82,No,Flight,Budget,Mixed,8,3,72255.77,Sunny,Vacation,No,No,24-04-2025,02-05-2025,8,4,2025,Economy,1
Goa,Udaipur,1295,95.95,No,Flight,Budget,Veg,7,3,60963.04,Sunny,Vacation,No,No,12-09-2024,19-09-2024,7,9,2024,Premium Economy,1.3
Bhopal,Chennai,1580,108.82,No,Flight,Standard,Non-Veg,8,1,51110.23,Rainy,Business,No,Yes,17-08-2025,25-08-2025,8,8,2025,Business,1.8
Pune,Rishikesh,1783,107.67,Yes,Train,Budget,Veg,5,1,14583.73,Sunny,Vacation,No,No,16-04-2025,21-04-2025,5,4,2025,SL,0.7
Udaipur,Rishikesh,900,109.05,No,Train,Luxury,Veg,2,3,46922.11,Cloudy,Weekend,Yes,No,14-07-2025,16-07-2025,2,7,2025,3A,1
Rishikesh,Pune,1769,95.69,No,Train,Standard,Veg,10,3,69989.11,Rainy,Vacation,Yes,No,15-08-2024,25-08-2024,10,8,2024,EconomyA,1.4
Lucknow,Varanasi,300,96.43,Yes,Train,Luxury,Non-Veg,7,3,178805.09,Sunny,Festival,Yes,No,13-12-2024,20-12-2024,7,12,2024,SL,0.7
Agra,Kerala,2420,98.21,No,Train,Luxury,Non-Veg,10,1,75356.08,Sunny,Vacation,Yes,Yes,18-02-2025,28-02-2025,10,2,2025,2A,1.2
Mumbai,Kerala,1417,105.72,No,Train,Standard,Vegan,9,5,157541.98,Rainy,Weekend,No,No,08-07-2025,17-07-2025,9,7,2025,2A,1.2
Varanasi,Lucknow,314,95.89,No,Train,Budget,Mixed,3,3,11349.08,Cloudy,Vacation,No,Yes,22-02-2024,25-02-2024,3,2,2024,SL,0.7
Hyderabad,Surat,788,109.93,No,Car,Standard,Veg,13,5,214458.12,Rainy,Festival,No,No,27-06-2025,10-07-2025,13,6,2025,Economy,1
Rishikesh,Lucknow,571,96.28,No,Train,Standard,Veg,8,5,128304.53,Sunny,Festival,Yes,No,27-11-2024,05-12-2024,8,11,2024,EconomyA,1.4
Hyderabad,Indore,792,108.87,No,Train,Luxury,Non-Veg,15,3,232571.81,Cloudy,Vacation,No,No,25-12-2024,09-01-2025,15,12,2024,SL,0.7
Mumbai,Lucknow,1589,106.67,No,Flight,Luxury,Non-Veg,9,5,233014.44,Sunny,Vacation,Yes,No,31-08-2024,09-09-2024,9,8,2024,Economy,1
Mumbai,Surat,294,108.02,No,Train,Standard,Veg,9,1,26314.12,Cloudy,Festival,No,No,06-11-2024,15-11-2024,9,11,2024,2A,1.2
Bangalore,Delhi,2206,103.17,No,Train,Luxury,Veg,11,1,75593.78,Rainy,Vacation,No,No,12-12-2024,23-12-2024,11,12,2024,2A,1.2
Delhi,Nagpur,1073,95.6,No,Flight,Luxury,Non-Veg,7,2,88688.17,Sunny,Weekend,Yes,No,15-07-2025,22-07-2025,7,7,2025,Premium Economy,1.3
Chennai,Mumbai,1146,101.57,No,Flight,Standard,Mixed,4,2,48267.68,Cloudy,Business,Yes,No,08-02-2025,12-02-2025,4,2,2025,Economy,1
Indore,Chennai,1673,107.62,No,Flight,Budget,Non-Veg,7,1,24499.24,Sunny,Weekend,Yes,Yes,23-03-2025,30-03-2025,7,3,2025,Economy,1
Delhi,Goa,1790,93.76,No,Flight,Budget,Veg,12,3,119242.39,Sunny,Vacation,No,Yes,05-02-2024,17-02-2024,12,2,2024,Economy,1
Chennai,Udaipur,1781,101.6,No,Train,Resort,Veg,7,5,224176.48,Cloudy,Weekend,Yes,No,03-04-2025,10-04-2025,7,4,2025,3A,1
Surat,Mumbai,304,98.08,No,Car,Standard,Veg,4,3,34786.73,Cloudy,Vacation,Yes,Yes,22-08-2024,26-08-2024,4,8,2024,Economy,1
Lucknow,Rishikesh,508,98.61,No,Car,Budget,Veg,10,1,16475.28,Sunny,Vacation,No,Yes,23-08-2024,02-09-2024,10,8,2024,Economy,1
Delhi,Kolkata,1799,95.57,No,Car,Budget,Non-Veg,15,2,38901.76,Rainy,Vacation,Yes,Yes,28-07-2024,12-08-2024,15,7,2024,Economy,1
Chandigarh,Indore,1194,93.65,No,Flight,Standard,Vegan,6,2,59460.23,Sunny,Vacation,No,Yes,14-11-2024,20-11-2024,6,11,2024,Economy,1
Agra,Nagpur,802,95.09,No,Bus,Resort,Mixed,7,1,99655.22,Sunny,Festival,No,No,19-09-2024,26-09-2024,7,9,2024,Non-AC Sleeper,1.1
Chennai,Lucknow,2118,101.34,No,Train,Standard,Non-Veg,15,3,175095.96,Sunny,Vacation,No,No,08-10-2024,23-10-2024,15,10,2024,3A,1
Chandigarh,Lucknow,762,94.38,No,Train,Standard,Non-Veg,9,1,25930.11,Rainy,Vacation,No,Yes,30-09-2024,09-10-2024,9,9,2024,SL,0.7
Indore,Mumbai,743,108.09,No,Train,Standard,Veg,6,4,79839.04,Sunny,Weekend,No,No,08-04-2025,14-04-2025,6,4,2025,SL,0.7
Lucknow,Bangalore,2120,95.98,No,Car,Budget,Vegan,4,4,33277.51,Sunny,Business,No,Yes,27-08-2025,31-08-2025,4,8,2025,Economy,1
Kolkata,Bangalore,1815,105.77,No,Flight,Standard,Veg,6,3,81515.08,Cloudy,Weekend,Yes,Yes,15-10-2024,21-10-2024,6,10,2024,Business,1.8
Hyderabad,Rishikesh,1835,107.49,No,Flight,Standard,Veg,2,1,25341.08,Rainy,Vacation,No,No,12-06-2025,14-06-2025,2,6,2025,Economy,1
Bangalore,Varanasi,1930,100.01,No,Car,Resort,Veg,12,3,257528.92,Cloudy,Vacation,No,Yes,10-02-2024,22-02-2024,12,2,2024,Economy,1
Mumbai,Ahmedabad,575,106.71,No,Car,Luxury,Vegan,10,1,51564.56,Cloudy,Weekend,No,No,06-02-2024,16-02-2024,10,2,2024,Economy,1
Varanasi,Jaipur,1041,98.52,No,Car,Standard,Non-Veg,5,1,25359.88,Cloudy,Weekend,No,Yes,15-05-2024,20-05-2024,5,5,2024,Economy,1
Rishikesh,Chennai,2368,97.22,No,Flight,Budget,Vegan,6,1,27493.01,Cloudy,Business,No,No,21-03-2025,27-03-2025,6,3,2025,Economy,1
Delhi,Rishikesh,256,95.47,No,Car,Budget,Veg,12,1,18873.31,Cloudy,Vacation,No,Yes,04-01-2024,16-01-2024,12,1,2024,Economy,1
Jaipur,Bangalore,1970,107.46,No,Flight,Budget,Non-Veg,7,1,23871.66,Sunny,Weekend,Yes,No,09-09-2024,16-09-2024,7,9,2024,Business,1.8
Delhi,Kolkata,1895,95.09,No,Bus,Budget,Veg,12,2,31523.22,Sunny,Vacation,Yes,No,17-12-2024,29-12-2024,12,12,2024,Non-AC Sleeper,1.1
Delhi,Hyderabad,1518,94.52,No,Train,Standard,Non-Veg,11,2,63735.81,Sunny,Vacation,Yes,Yes,15-08-2025,26-08-2025,11,8,2025,2A,1.2
Indore,Surat,474,109.68,No,Train,Budget,Veg,10,2,24587.37,Cloudy,Vacation,Yes,No,27-08-2025,06-09-2025,10,8,2025,2A,1.2
Mumbai,Udaipur,740,107.23,Yes,Car,Standard,Mixed,11,1,57133.54,Sunny,Weekend,Yes,No,08-02-2025,19-02-2025,11,2,2025,Economy,1
Kolkata,Goa,1990,105.86,Yes,Bus,Standard,Veg,10,4,189234.52,Rainy,Festival,No,Yes,21-01-2025,31-01-2025,10,1,2025,Non-AC Seater,1
Delhi,Chennai,2127,95.85,No,Train,Budget,Non-Veg,10,2,52393.58,Cloudy,Business,No,Yes,27-12-2024,06-01-2025,10,12,2024,EconomyA,1.4
Jaipur,Ahmedabad,639,109.94,No,Car,Budget,Vegan,14,3,41498.17,Rainy,Weekend,Yes,No,27-02-2025,13-03-2025,14,2,2025,Economy,1
Varanasi,Nagpur,798,98.15,No,Car,Standard,Mixed,10,3,73050.14,Sunny,Weekend,No,Yes,17-07-2024,27-07-2024,10,7,2024,Economy,1
