Trip_ID,Source,Destination,Distance_km,Fuel_Price,Peak_Season,Travel_Mode,Hotel_Type,Food_Preference,Days,Travelers,Cost,"Weather (Sunny, Rainy, Snowy, Cloudy)","Holiday Type (Festival, Weekend, Vacation, Business)",Discount (Yes/No),Travel Insurance (Yes/No),Ratings (1–5 stars),Start_Date,End_Date,Avg_Cost_per_Traveler
17297,Indore,Surat,486,107.77,No,Car,Luxury,Non-Veg,4,3,92644.14,Cloudy,Vacation,No,Yes,3,2024-02-02,2024-02-06,30881.38
17298,Ahmedabad,Bangalore,1510,97.9,No,Flight,Budget,Veg,3,1,23306.55,Cloudy,Festival,No,No,2,2024-08-30,2024-09-02,23306.55
17299,Pune,Delhi,1384,104.25,No,Flight,Budget,Veg,8,1,23279.6,Sunny,Vacation,No,Yes,5,2024-03-13,2024-03-21,23279.6
17300,Lucknow,Varanasi,336,95.9,Yes,Bus,Budget,Mixed,7,1,12190.81,Cloudy,Vacation,No,Yes,3,2024-10-20,2024-10-27,12190.81
17301,Chennai,Rishikesh,2377,103.21,No,Train,Standard,Vegan,13,1,46432.98,Sunny,Weekend,Yes,Yes,5,2024-11-27,2024-12-10,46432.98
17302,Indore,Pune,603,107.66,No,Bus,Standard,Mixed,2,3,22026.45,Cloudy,Vacation,No,No,3,2024-04-09,2024-04-11,7342.15
17303,Hyderabad,Chennai,700,109.62,No,Bus,Luxury,Veg,9,2,137880.6,Sunny,Business,Yes,Yes,4,2025-08-04,2025-08-13,68940.3
17304,Rishikesh,Goa,2016,94.46,No,Flight,Budget,Veg,2,1,17678.14,Rainy,Vacation,Yes,Yes,2,2024-05-06,2024-05-08,17678.14
17305,Chandigarh,Chennai,2748,96.14,No,Flight,Standard,Veg,7,2,74981.39,Sunny,Business,Yes,No,3,2025-03-15,2025-03-22,37490.7
17306,Varanasi,Ahmedabad,1246,96.93,No,Car,Standard,Non-Veg,12,5,117885.07,Rainy,Weekend,Yes,No,5,2025-01-12,2025-01-24,23577.01
17307,Goa,Kerala,814,97.81,Yes,Flight,Standard,Vegan,5,1,21598.01,Rainy,Vacation,Yes,Yes,3,2025-08-12,2025-08-17,21598.01
17308,Kerala,Chandigarh,2751,108.94,No,Flight,Standard,Non-Veg,5,1,40364.02,Sunny,Vacation,No,Yes,3,2024-07-24,2024-07-29,40364.02
17309,Bangalore,Bhopal,1554,101.97,No,Flight,Budget,Non-Veg,2,2,28361.92,Rainy,Vacation,Yes,Yes,1,2025-05-02,2025-05-04,14180.96
17310,Lucknow,Chennai,1730,97.07,No,Train,Standard,Non-Veg,14,2,107330.75,Cloudy,Vacation,Yes,No,4,2025-02-05,2025-02-19,53665.38
17311,Chennai,Bhopal,1394,104.75,No,Flight,Budget,Mixed,12,1,31250.45,Sunny,Weekend,No,Yes,5,2025-04-17,2025-04-29,31250.45
17312,Bangalore,Jaipur,1915,102.13,No,Train,Budget,Non-Veg,4,3,23222.86,Cloudy,Vacation,Yes,Yes,5,2024-04-01,2024-04-05,7740.95
17313,Surat,Kolkata,1902,95.18,No,Flight,Budget,Veg,4,2,55984.81,Rainy,Vacation,No,Yes,2,2024-03-27,2024-03-31,27992.41
17314,Jaipur,Bhopal,562,107.13,No,Train,Budget,Non-Veg,13,1,20605.18,Rainy,Vacation,No,No,3,2025-03-16,2025-03-29,20605.18
17315,Pune,Ahmedabad,612,105.89,No,Flight,Luxury,Veg,2,4,90277.07,Sunny,Weekend,No,Yes,4,2025-05-24,2025-05-26,22569.27
17316,Rishikesh,Delhi,262,96.05,No,Bus,Luxury,Mixed,13,4,329246.61,Sunny,Vacation,No,Yes,4,2024-06-10,2024-06-23,82311.65
17317,Bangalore,Lucknow,2047,104.25,No,Train,Luxury,Veg,13,2,152488.26,Cloudy,Weekend,Yes,Yes,4,2024-05-14,2024-05-27,76244.13
17318,Mumbai,Varanasi,1586,106.11,Yes,Flight,Luxury,Veg,9,2,177396.69,Sunny,Vacation,Yes,Yes,3,2024-11-14,2024-11-23,88698.35
17319,Delhi,Varanasi,864,93.71,No,Train,Standard,Mixed,8,1,41415.92,Sunny,Festival,No,No,5,2024-09-29,2024-10-07,41415.92
17320,Varanasi,Chennai,1949,95.86,No,Flight,Standard,Non-Veg,8,2,84584.01,Sunny,Vacation,No,No,3,2025-06-11,2025-06-19,42292.01
17321,Kolkata,Pune,1847,107.49,No,Train,Standard,Vegan,6,5,113912.15,Rainy,Weekend,Yes,No,3,2024-12-18,2024-12-24,22782.43
17322,Mumbai,Hyderabad,728,109.63,No,Train,Standard,Veg,2,2,19970.94,Sunny,Business,No,No,4,2025-07-24,2025-07-26,9985.47
17323,Pune,Chandigarh,1494,108.28,No,Flight,Standard,Non-Veg,5,4,121368.75,Cloudy,Weekend,No,Yes,3,2025-08-15,2025-08-20,30342.19
17324,Kolkata,Mumbai,1855,105.25,No,Flight,Budget,Vegan,6,3,65107.31,Sunny,Vacation,No,Yes,4,2025-04-11,2025-04-17,21702.44
17325,Bhopal,Indore,199,108.51,No,Bus,Budget,Non-Veg,5,3,23010.08,Cloudy,Vacation,No,No,3,2025-04-30,2025-05-05,7670.03
17326,Mumbai,Jaipur,1181,109.45,No,Train,Budget,Veg,14,3,51372.82,Sunny,Vacation,Yes,No,5,2024-08-15,2024-08-29,17124.27
17327,Bangalore,Mumbai,1007,103.13,No,Car,Standard,Non-Veg,5,4,74626.82,Rainy,Festival,No,No,3,2024-10-01,2024-10-06,18656.7
17328,Goa,Kolkata,1952,97.07,No,Flight,Standard,Mixed,6,4,152710.88,Rainy,Weekend,No,Yes,1,2025-05-09,2025-05-15,38177.72
17329,Pune,Hyderabad,650,107.41,No,Bus,Luxury,Veg,13,5,422723.05,Rainy,Business,Yes,No,4,2025-08-22,2025-09-04,84544.61
17330,Pune,Varanasi,1372,104.2,No,Bus,Budget,Veg,10,1,27638.5,Sunny,Vacation,No,Yes,2,2024-04-23,2024-05-03,27638.5
17331,Goa,Chennai,903,96.46,No,Bus,Luxury,Non-Veg,10,1,85668.58,Sunny,Business,No,Yes,4,2024-11-02,2024-11-12,85668.58
17332,Lucknow,Bhopal,659,98.34,No,Bus,Standard,Veg,10,4,127809.32,Sunny,Vacation,No,Yes,5,2025-06-10,2025-06-20,31952.33
17333,Kerala,Bangalore,469,108.45,No,Train,Budget,Veg,11,2,28779.72,Sunny,Vacation,No,No,3,2024-02-04,2024-02-15,14389.86
17334,Delhi,Lucknow,465,96.96,No,Car,Budget,Mixed,11,2,30031.92,Rainy,Weekend,No,No,4,2025-08-25,2025-09-05,15015.96
17335,Delhi,Kerala,2312,96.75,No,Flight,Luxury,Veg,6,3,188804.82,Cloudy,Weekend,No,Yes,5,2025-04-06,2025-04-12,62934.94
17336,Jaipur,Hyderabad,1312,110.0,No,Train,Resort,Veg,3,2,60335.52,Sunny,Business,Yes,No,1,2025-05-01,2025-05-04,30167.76
17337,Indore,Ahmedabad,368,110.7,No,Flight,Budget,Mixed,11,1,17677.75,Cloudy,Vacation,Yes,No,1,2024-08-23,2024-09-03,17677.75
17338,Jaipur,Bangalore,2141,110.65,No,Flight,Luxury,Non-Veg,2,2,62539.12,Sunny,Business,Yes,Yes,5,2024-02-14,2024-02-16,31269.56
17339,Varanasi,Bhopal,849,96.93,No,Train,Luxury,Veg,7,1,48319.1,Sunny,Weekend,No,No,4,2025-02-13,2025-02-20,48319.1
17340,Agra,Lucknow,353,98.96,No,Train,Budget,Veg,5,2,12568.73,Rainy,Vacation,No,No,3,2024-06-01,2024-06-06,6284.36
17341,Bhopal,Kolkata,1429,107.82,No,Train,Luxury,Non-Veg,8,3,146741.48,Cloudy,Business,Yes,No,3,2024-09-11,2024-09-19,48913.83
17342,Varanasi,Hyderabad,1219,95.3,No,Train,Luxury,Veg,4,3,81639.09,Cloudy,Weekend,No,No,4,2024-07-21,2024-07-25,27213.03
17343,Kolkata,Bhopal,1557,106.61,No,Train,Budget,Veg,10,5,81725.19,Sunny,Vacation,Yes,No,3,2025-05-31,2025-06-10,16345.04
17344,Mumbai,Agra,1248,109.85,No,Train,Standard,Veg,5,1,13451.18,Sunny,Weekend,Yes,Yes,4,2025-06-08,2025-06-13,13451.18
17345,Chandigarh,Bhopal,1015,94.45,No,Flight,Budget,Veg,5,4,56694.54,Rainy,Vacation,Yes,No,4,2025-06-11,2025-06-16,14173.64
17346,Hyderabad,Chandigarh,1722,110.04,No,Flight,Standard,Non-Veg,9,1,43053.1,Sunny,Vacation,No,No,2,2024-11-11,2024-11-20,43053.1
17347,Agra,Pune,1349,98.53,No,Train,Standard,Non-Veg,7,1,22867.0,Rainy,Vacation,No,No,5,2024-11-07,2024-11-14,22867.0
17348,Kerala,Chennai,596,108.6,No,Flight,Budget,Veg,14,1,21002.56,Sunny,Festival,Yes,No,4,2024-05-15,2024-05-29,21002.56
17349,Agra,Lucknow,378,95.19,No,Car,Budget,Non-Veg,15,1,14157.22,Sunny,Weekend,Yes,No,5,2024-01-24,2024-02-08,14157.22
17350,Pune,Delhi,1517,107.34,No,Train,Standard,Mixed,3,1,17973.01,Cloudy,Festival,No,Yes,4,2025-06-17,2025-06-20,17973.01
17351,Jaipur,Bangalore,1916,108.25,No,Flight,Luxury,Veg,3,4,148726.72,Cloudy,Business,No,No,5,2025-08-30,2025-09-02,37181.68
17352,Chennai,Varanasi,1785,104.27,No,Train,Luxury,Vegan,6,3,165964.16,Sunny,Vacation,No,Yes,4,2025-08-30,2025-09-05,55321.39
17353,Delhi,Surat,1043,93.08,No,Flight,Luxury,Mixed,12,2,195887.98,Rainy,Vacation,No,No,5,2024-02-02,2024-02-14,97943.99
17354,Delhi,Ahmedabad,872,93.16,No,Flight,Standard,Veg,11,1,34935.39,Rainy,Business,Yes,Yes,5,2024-06-26,2024-07-07,34935.39
17355,Indore,Hyderabad,855,110.53,No,Train,Budget,Veg,6,3,31739.25,Sunny,Weekend,No,No,5,2025-03-10,2025-03-16,10579.75
17356,Kolkata,Surat,2032,106.03,No,Train,Budget,Vegan,4,2,22598.01,Rainy,Vacation,No,Yes,5,2024-03-20,2024-03-24,11299.01
17357,Delhi,Lucknow,597,94.18,No,Car,Budget,Veg,5,1,7638.03,Sunny,Festival,Yes,No,3,2024-08-16,2024-08-21,7638.03
17358,Nagpur,Indore,450,107.9,No,Car,Standard,Non-Veg,10,2,56746.55,Rainy,Vacation,No,No,4,2024-08-21,2024-08-31,28373.27
17359,Goa,Kerala,812,97.51,Yes,Flight,Standard,Non-Veg,5,4,109543.52,Sunny,Weekend,No,No,3,2024-08-17,2024-08-22,27385.88
17360,Surat,Mumbai,281,98.35,No,Train,Luxury,Veg,2,1,14344.35,Rainy,Weekend,Yes,No,3,2025-02-21,2025-02-23,14344.35
17361,Udaipur,Pune,819,107.47,No,Train,Budget,Mixed,3,3,13180.55,Sunny,Vacation,Yes,No,3,2025-07-14,2025-07-17,4393.52
17362,Jaipur,Hyderabad,1484,107.56,No,Flight,Luxury,Veg,2,4,97066.7,Sunny,Weekend,Yes,No,5,2025-07-14,2025-07-16,24266.67
17363,Surat,Rishikesh,1477,95.72,No,Flight,Luxury,Veg,12,2,216418.72,Rainy,Festival,Yes,No,5,2025-01-08,2025-01-20,108209.36
17364,Ahmedabad,Bhopal,580,95.72,No,Train,Standard,Non-Veg,14,2,92712.27,Rainy,Weekend,No,Yes,4,2025-08-18,2025-09-01,46356.14
17365,Mumbai,Rishikesh,1854,104.52,No,Flight,Budget,Mixed,2,1,18044.0,Sunny,Vacation,No,No,3,2025-08-25,2025-08-27,18044.0
17366,Bhopal,Udaipur,438,108.15,No,Flight,Standard,Veg,6,5,92785.1,Cloudy,Festival,Yes,Yes,4,2024-09-26,2024-10-02,18557.02
17367,Bangalore,Surat,1349,102.15,No,Flight,Standard,Non-Veg,13,2,72924.44,Rainy,Vacation,Yes,No,4,2024-09-16,2024-09-29,36462.22
17368,Hyderabad,Bhopal,779,108.39,No,Train,Budget,Veg,10,1,14273.55,Sunny,Festival,Yes,No,3,2025-04-24,2025-05-04,14273.55
17369,Udaipur,Indore,414,111.91,No,Car,Luxury,Non-Veg,13,1,74506.55,Cloudy,Vacation,No,Yes,3,2024-08-16,2024-08-29,74506.55
17370,Bangalore,Mumbai,1127,103.73,No,Train,Luxury,Veg,8,2,108688.65,Cloudy,Vacation,No,No,5,2024-10-20,2024-10-28,54344.32
17371,Goa,Chennai,812,96.54,No,Flight,Budget,Vegan,14,3,82604.87,Sunny,Business,No,No,3,2025-02-24,2025-03-10,27534.96
17372,Chennai,Udaipur,1858,104.32,No,Train,Resort,Non-Veg,3,4,138202.39,Sunny,Weekend,No,No,4,2025-07-20,2025-07-23,34550.6
17373,Bhopal,Jaipur,559,111.25,No,Car,Standard,Veg,10,2,69113.4,Sunny,Business,Yes,No,3,2025-08-15,2025-08-25,34556.7
17374,Bhopal,Indore,202,110.81,No,Train,Luxury,Veg,13,1,85439.0,Sunny,Weekend,No,No,5,2024-03-03,2024-03-16,85439.0
17375,Agra,Surat,1073,96.91,No,Flight,Standard,Veg,15,3,109666.22,Rainy,Weekend,Yes,No,4,2024-04-08,2024-04-23,36555.41
17376,Rishikesh,Chandigarh,234,94.53,No,Train,Standard,Veg,4,3,35967.32,Sunny,Weekend,No,Yes,4,2024-12-30,2025-01-03,11989.11
17377,Varanasi,Surat,1417,98.23,No,Train,Standard,Veg,2,4,36038.73,Rainy,Vacation,Yes,No,3,2024-01-01,2024-01-03,9009.68
17378,Delhi,Nagpur,992,96.72,No,Car,Standard,Non-Veg,3,5,50285.92,Sunny,Festival,Yes,Yes,5,2024-03-23,2024-03-26,10057.18
17379,Bhopal,Delhi,653,109.15,No,Car,Budget,Non-Veg,5,5,40016.48,Cloudy,Business,No,Yes,5,2024-06-07,2024-06-12,8003.3
17380,Hyderabad,Ahmedabad,1178,107.95,No,Car,Standard,Mixed,2,4,31609.4,Rainy,Weekend,No,Yes,3,2025-07-21,2025-07-23,7902.35
17381,Goa,Hyderabad,632,96.05,No,Car,Luxury,Mixed,6,3,112658.8,Sunny,Vacation,No,No,5,2025-02-07,2025-02-13,37552.93
17382,Pune,Chennai,1296,109.74,No,Flight,Budget,Non-Veg,11,1,21321.46,Cloudy,Vacation,Yes,Yes,5,2024-03-05,2024-03-16,21321.46
17383,Udaipur,Mumbai,807,110.47,No,Flight,Luxury,Veg,4,3,113227.67,Rainy,Vacation,Yes,No,3,2024-09-21,2024-09-25,37742.56
17384,Rishikesh,Jaipur,483,95.47,No,Train,Luxury,Non-Veg,4,1,32645.76,Rainy,Business,No,Yes,4,2024-06-18,2024-06-22,32645.76
17385,Agra,Varanasi,655,95.06,No,Train,Standard,Mixed,8,2,56159.12,Cloudy,Vacation,Yes,No,3,2025-04-11,2025-04-19,28079.56
17386,Varanasi,Kolkata,732,95.22,No,Car,Budget,Veg,10,1,19687.38,Sunny,Business,Yes,No,2,2025-05-20,2025-05-30,19687.38
17387,Nagpur,Indore,530,105.3,No,Flight,Luxury,Non-Veg,8,2,122426.85,Cloudy,Weekend,No,Yes,5,2025-07-01,2025-07-09,61213.43
17388,Mumbai,Goa,556,107.71,No,Car,Budget,Non-Veg,7,1,14377.97,Sunny,Weekend,No,No,3,2025-07-21,2025-07-28,14377.97
17389,Varanasi,Udaipur,1299,97.41,No,Flight,Budget,Non-Veg,3,2,33557.78,Sunny,Festival,No,Yes,2,2025-03-28,2025-03-31,16778.89
17390,Udaipur,Surat,473,111.37,No,Flight,Standard,Veg,11,1,29521.76,Cloudy,Business,No,No,5,2024-08-23,2024-09-03,29521.76
17391,Chennai,Indore,1560,105.59,No,Flight,Luxury,Mixed,11,1,74697.93,Snowy,Vacation,No,No,5,2024-04-16,2024-04-27,74697.93
17392,Chandigarh,Chennai,2601,96.0,No,Flight,Standard,Non-Veg,7,2,124303.41,Sunny,Business,No,Yes,4,2025-08-27,2025-09-03,62151.7
17393,Agra,Jaipur,287,97.16,No,Car,Budget,Vegan,6,4,32868.42,Rainy,Vacation,No,No,5,2024-07-02,2024-07-08,8217.1
17394,Surat,Pune,387,97.27,No,Car,Budget,Veg,11,3,46194.77,Cloudy,Vacation,No,No,5,2025-08-28,2025-09-08,15398.26
17395,Rishikesh,Delhi,261,94.99,No,Car,Budget,Non-Veg,8,1,10137.83,Sunny,Weekend,Yes,No,4,2024-10-24,2024-11-01,10137.83
17396,Hyderabad,Bangalore,690,107.16,No,Car,Budget,Non-Veg,2,4,19058.17,Rainy,Business,No,No,5,2025-02-04,2025-02-06,4764.54
17397,Nagpur,Udaipur,896,104.26,No,Train,Budget,Veg,8,2,28651.66,Sunny,Vacation,No,No,1,2025-03-25,2025-04-02,14325.83
17398,Pune,Delhi,1374,108.91,No,Car,Budget,Mixed,5,4,30926.32,Cloudy,Business,Yes,No,5,2024-01-25,2024-01-30,7731.58
17399,Goa,Hyderabad,557,96.45,No,Bus,Standard,Non-Veg,7,1,35978.57,Sunny,Business,No,No,2,2025-08-27,2025-09-03,35978.57
17400,Goa,Bhopal,1164,97.65,No,Flight,Luxury,Veg,2,3,69026.42,Sunny,Weekend,No,Yes,4,2025-02-07,2025-02-09,23008.81
17401,Rishikesh,Delhi,233,97.65,No,Train,Luxury,Veg,11,1,65511.21,Sunny,Weekend,Yes,Yes,4,2025-07-24,2025-08-04,65511.21
17402,Goa,Surat,916,96.32,No,Flight,Standard,Non-Veg,10,1,39680.59,Sunny,Weekend,No,No,2,2024-10-05,2024-10-15,39680.59
17403,Mumbai,Pune,132,106.09,No,Bus,Luxury,Mixed,5,2,49764.9,Cloudy,Weekend,No,No,5,2024-08-25,2024-08-30,24882.45
17404,Rishikesh,Chandigarh,187,94.78,No,Car,Budget,Veg,8,5,40583.39,Sunny,Business,No,No,5,2024-06-07,2024-06-15,8116.68
17405,Surat,Bangalore,1317,96.36,No,Flight,Budget,Veg,12,4,103470.77,Sunny,Business,Yes,Yes,4,2024-12-18,2024-12-30,25867.69
17406,Chennai,Kerala,720,102.73,Yes,Car,Luxury,Non-Veg,8,5,391039.96,Sunny,Business,No,No,4,2024-12-07,2024-12-15,78207.99
17407,Varanasi,Pune,1583,98.16,No,Car,Standard,Mixed,2,1,14890.37,Sunny,Weekend,No,No,3,2025-06-05,2025-06-07,14890.37
17408,Rishikesh,Hyderabad,1827,94.01,No,Car,Budget,Veg,9,2,41921.87,Sunny,Business,No,Yes,4,2024-08-25,2024-09-03,20960.94
17409,Goa,Chandigarh,2332,95.14,No,Flight,Budget,Non-Veg,15,4,152029.57,Sunny,Vacation,No,Yes,4,2024-04-20,2024-05-05,38007.39
17410,Nagpur,Delhi,1135,106.98,No,Bus,Luxury,Veg,11,2,151493.23,Sunny,Weekend,Yes,No,3,2024-08-01,2024-08-12,75746.62
17411,Rishikesh,Surat,1458,94.43,No,Bus,Luxury,Non-Veg,11,1,64841.08,Sunny,Vacation,No,Yes,3,2025-04-26,2025-05-07,64841.08
17412,Kolkata,Varanasi,867,107.52,No,Car,Budget,Mixed,9,3,41548.59,Sunny,Vacation,No,No,4,2025-03-22,2025-03-31,13849.53
17413,Chennai,Pune,1118,102.12,No,Flight,Luxury,Non-Veg,13,3,213466.44,Sunny,Festival,Yes,Yes,4,2025-08-14,2025-08-27,71155.48
17414,Chandigarh,Udaipur,853,95.39,No,Train,Luxury,Non-Veg,3,3,104346.89,Sunny,Festival,No,No,5,2025-05-07,2025-05-10,34782.3
17415,Ahmedabad,Lucknow,1346,95.4,No,Train,Standard,Veg,12,1,29541.05,Rainy,Vacation,No,No,5,2025-08-22,2025-09-03,29541.05
17416,Chennai,Chandigarh,2243,101.77,No,Flight,Budget,Mixed,5,3,62107.66,Sunny,Vacation,No,Yes,3,2024-03-19,2024-03-24,20702.55
17417,Rishikesh,Surat,1623,96.25,No,Flight,Luxury,Non-Veg,9,1,88963.61,Cloudy,Vacation,No,No,4,2024-09-06,2024-09-15,88963.61
17418,Lucknow,Mumbai,1357,97.11,No,Train,Standard,Veg,5,2,28687.35,Sunny,Vacation,Yes,No,3,2025-03-02,2025-03-07,14343.68
17419,Bangalore,Surat,1219,103.54,No,Flight,Budget,Veg,2,2,33071.59,Sunny,Vacation,No,No,4,2024-05-23,2024-05-25,16535.79
17420,Ahmedabad,Jaipur,772,95.44,Yes,Car,Budget,Non-Veg,6,5,47384.91,Cloudy,Vacation,Yes,No,2,2024-01-10,2024-01-16,9476.98
17421,Pune,Varanasi,1502,105.14,No,Flight,Standard,Non-Veg,9,3,142581.28,Rainy,Vacation,No,No,5,2025-02-22,2025-03-03,47527.09
17422,Nagpur,Pune,883,107.3,No,Train,Standard,Veg,5,1,20051.27,Cloudy,Festival,No,No,4,2025-02-22,2025-02-27,20051.27
17423,Indore,Rishikesh,1058,111.18,No,Train,Budget,Veg,5,2,17885.72,Snowy,Vacation,No,No,4,2025-07-20,2025-07-25,8942.86
17424,Ahmedabad,Lucknow,1130,96.24,No,Flight,Luxury,Veg,12,2,183358.01,Sunny,Vacation,No,No,2,2025-04-04,2025-04-16,91679.0
17425,Goa,Pune,508,95.7,No,Train,Standard,Veg,6,2,36211.32,Cloudy,Vacation,No,Yes,5,2025-05-15,2025-05-21,18105.66
17426,Udaipur,Pune,778,110.51,No,Flight,Standard,Veg,5,5,86423.89,Sunny,Vacation,Yes,No,3,2025-07-20,2025-07-25,17284.78
17427,Indore,Varanasi,1056,109.15,No,Car,Budget,Non-Veg,4,5,35530.95,Rainy,Weekend,No,No,5,2025-06-27,2025-07-01,7106.19
17428,Bangalore,Varanasi,2041,104.05,No,Train,Budget,Non-Veg,9,4,66055.13,Sunny,Weekend,No,No,4,2024-07-05,2024-07-14,16513.78
17429,Pune,Chandigarh,1929,106.92,No,Flight,Resort,Veg,5,2,121343.69,Rainy,Vacation,No,No,4,2024-05-18,2024-05-23,60671.85
17430,Chennai,Surat,1294,102.33,No,Flight,Standard,Vegan,5,1,25167.93,Cloudy,Weekend,No,No,4,2024-01-05,2024-01-10,25167.93
17431,Chandigarh,Hyderabad,1848,96.26,No,Flight,Budget,Non-Veg,10,4,126209.03,Sunny,Vacation,No,Yes,1,2025-05-18,2025-05-28,31552.26
17432,Varanasi,Mumbai,1446,98.19,No,Train,Luxury,Veg,11,3,299551.62,Sunny,Business,No,No,4,2024-02-16,2024-02-27,99850.54
17433,Surat,Mumbai,302,98.37,No,Car,Budget,Veg,5,2,13506.5,Rainy,Business,No,Yes,4,2024-09-17,2024-09-22,6753.25
17434,Nagpur,Delhi,1164,104.75,No,Bus,Budget,Veg,13,4,79035.41,Rainy,Business,No,No,3,2025-08-04,2025-08-17,19758.85
17435,Varanasi,Mumbai,1690,98.47,No,Train,Standard,Non-Veg,6,2,48091.06,Sunny,Business,Yes,Yes,5,2024-09-10,2024-09-16,24045.53
17436,Chandigarh,Kerala,3102,94.97,Yes,Car,Luxury,Veg,6,2,149591.8,Cloudy,Vacation,No,Yes,4,2024-08-01,2024-08-07,74795.9
17437,Varanasi,Surat,1461,97.32,No,Flight,Luxury,Mixed,12,1,78010.79,Cloudy,Business,No,No,5,2024-03-06,2024-03-18,78010.79
17438,Nagpur,Varanasi,746,109.69,No,Train,Budget,Veg,4,1,6257.7,Cloudy,Vacation,Yes,Yes,4,2024-05-20,2024-05-24,6257.7
17439,Mumbai,Chandigarh,1633,107.49,No,Flight,Standard,Veg,7,2,65315.34,Sunny,Business,No,No,5,2025-08-08,2025-08-15,32657.67
17440,Kerala,Rishikesh,3039,108.48,Yes,Flight,Standard,Veg,15,1,99235.26,Sunny,Festival,No,Yes,4,2024-04-02,2024-04-17,99235.26
17441,Bangalore,Goa,537,103.94,No,Car,Luxury,Veg,8,3,179961.51,Rainy,Festival,No,No,3,2024-05-12,2024-05-20,59987.17
17442,Agra,Udaipur,724,97.91,No,Train,Budget,Non-Veg,3,1,5487.27,Sunny,Weekend,No,No,3,2024-07-04,2024-07-07,5487.27
17443,Udaipur,Ahmedabad,267,108.55,No,Flight,Standard,Mixed,12,4,138126.04,Sunny,Vacation,No,Yes,3,2025-08-04,2025-08-16,34531.51
17444,Hyderabad,Goa,574,110.67,Yes,Flight,Luxury,Mixed,15,4,363017.06,Sunny,Weekend,Yes,Yes,2,2024-01-19,2024-02-03,90754.26
17445,Chennai,Mumbai,1382,102.32,No,Train,Standard,Vegan,4,4,58898.7,Rainy,Weekend,No,Yes,2,2025-08-04,2025-08-08,14724.68
17446,Hyderabad,Nagpur,512,111.05,No,Train,Standard,Veg,8,5,92380.54,Cloudy,Vacation,No,No,5,2024-05-18,2024-05-26,18476.11
17447,Lucknow,Rishikesh,543,98.04,No,Car,Standard,Vegan,15,1,67225.47,Rainy,Festival,No,Yes,3,2025-07-10,2025-07-25,67225.47
17448,Delhi,Bangalore,2347,94.24,No,Bus,Standard,Non-Veg,7,2,68583.88,Cloudy,Business,No,No,5,2024-01-15,2024-01-22,34291.94
17449,Rishikesh,Ahmedabad,1235,95.74,No,Flight,Standard,Veg,6,2,65442.11,Rainy,Festival,No,Yes,2,2024-06-09,2024-06-15,32721.06
17450,Chennai,Nagpur,1056,105.19,No,Train,Budget,Veg,13,3,37507.8,Cloudy,Weekend,Yes,Yes,5,2024-12-09,2024-12-22,12502.6
17451,Mumbai,Udaipur,844,107.99,No,Train,Budget,Non-Veg,2,1,6916.61,Sunny,Festival,No,Yes,4,2025-04-17,2025-04-19,6916.61
17452,Mumbai,Udaipur,780,105.16,No,Train,Standard,Veg,7,1,28862.18,Sunny,Vacation,No,Yes,5,2024-08-26,2024-09-02,28862.18
17453,Goa,Bangalore,588,96.67,No,Car,Resort,Mixed,14,1,129141.58,Sunny,Business,Yes,No,4,2024-05-18,2024-06-01,129141.58
17454,Ahmedabad,Indore,431,97.86,No,Train,Budget,Veg,2,3,12382.03,Sunny,Vacation,No,Yes,5,2024-08-18,2024-08-20,4127.34
17455,Goa,Kerala,721,97.2,No,Train,Standard,Vegan,2,1,7266.6,Cloudy,Weekend,No,No,4,2025-02-28,2025-03-02,7266.6
17456,Mumbai,Udaipur,783,104.37,No,Train,Standard,Veg,12,3,168883.85,Rainy,Weekend,No,No,4,2024-05-09,2024-05-21,56294.62
17457,Chennai,Mumbai,1112,105.87,No,Train,Resort,Veg,8,5,456757.4,Sunny,Business,No,No,3,2025-01-11,2025-01-19,91351.48
17458,Mumbai,Pune,160,106.4,No,Train,Budget,Non-Veg,12,2,24142.32,Sunny,Vacation,Yes,No,2,2024-04-02,2024-04-14,12071.16
17459,Goa,Kolkata,2311,97.46,No,Bus,Budget,Mixed,14,1,34116.61,Rainy,Weekend,No,No,5,2025-06-01,2025-06-15,34116.61
17460,Delhi,Bhopal,708,93.73,No,Flight,Standard,Veg,13,3,115236.92,Cloudy,Weekend,No,No,1,2024-09-13,2024-09-26,38412.31
17461,Bhopal,Lucknow,637,107.82,No,Bus,Luxury,Non-Veg,5,3,103599.47,Sunny,Festival,Yes,No,4,2025-01-10,2025-01-15,34533.16
17462,Delhi,Kolkata,1830,95.59,No,Flight,Budget,Veg,7,3,83400.0,Sunny,Business,No,Yes,3,2025-01-27,2025-02-03,27800.0
17463,Pune,Nagpur,796,108.25,No,Train,Luxury,Non-Veg,8,2,89064.43,Sunny,Weekend,No,No,4,2024-03-21,2024-03-29,44532.21
17464,Bangalore,Agra,2069,101.48,No,Flight,Standard,Non-Veg,14,1,78875.79,Rainy,Weekend,No,Yes,4,2025-08-29,2025-09-12,78875.79
17465,Chandigarh,Indore,1142,95.15,No,Train,Luxury,Veg,6,1,32312.37,Rainy,Vacation,Yes,No,4,2025-08-26,2025-09-01,32312.37
17466,Hyderabad,Agra,1361,110.6,No,Flight,Budget,Non-Veg,14,4,152129.85,Rainy,Vacation,No,No,2,2024-05-16,2024-05-30,38032.46
